id,image_path,text,situation,modifier,qud,model,score
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,howmany,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,howmany,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,howmany,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,howmany,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,howmany,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,howmany,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,howmany,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,howmany,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,howmany,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,howmany,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,howmany,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,howmany,gpt,5
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,howmany,gpt,7
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,howmany,gpt,6
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,howmany,gpt,7
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,howmany,gpt,7
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,howmany,gpt,5
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,howmany,gpt,7
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,howmany,gpt,7
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,howmany,gpt,6
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,howmany,gpt,6
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,howmany,gpt,6
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,howmany,gpt,6
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,howmany,gpt,6
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,howmany,gpt,5
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,howmany,gpt,6
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,howmany,gpt,6
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,howmany,gpt,5
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,howmany,gpt,4
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,howmany,gpt,7
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,howmany,gpt,5
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,howmany,gpt,4
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,howmany,gpt,4
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,howmany,gpt,3
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,howmany,gpt,3
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,howmany,gpt,4
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,howmany,gpt,4
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,howmany,gpt,3
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,howmany,gpt,3
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,howmany,gpt,3
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,howmany,gpt,3
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,howmany,gpt,4
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,howmany,gpt,4
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,howmany,gpt,4
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,howmany,gpt,5
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,howmany,gpt,5
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,howmany,gpt,5
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,howmany,gpt,4
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,howmany,gpt,4
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,howmany,gpt,5
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,howmany,gpt,5
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,howmany,gpt,4
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,howmany,gpt,4
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,howmany,gpt,5
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,howmany,gpt,4
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,howmany,gpt,4
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,howmany,gpt,4
10,image10-1.png,There are four pies in the boxes.,precise,bare,howmany,gpt,7
10,image10-1.png,There are four pies in the boxes.,precise,bare,howmany,gpt,5
10,image10-1.png,There are four pies in the boxes.,precise,bare,howmany,gpt,5
10,image10-1.png,There are four pies in the boxes.,precise,bare,howmany,gpt,5
10,image10-1.png,There are four pies in the boxes.,precise,bare,howmany,gpt,5
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,howmany,gpt,5
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,howmany,gpt,5
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,howmany,gpt,4
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,howmany,gpt,5
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,howmany,gpt,5
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,howmany,gpt,4
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,howmany,gpt,7
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,howmany,gpt,4
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,howmany,gpt,5
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,howmany,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,howmany,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,howmany,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,howmany,gpt,4
10,image10-2.png,There are four pies in the boxes.,approximate,bare,howmany,gpt,3
10,image10-2.png,There are four pies in the boxes.,approximate,bare,howmany,gpt,5
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,howmany,gpt,6
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,howmany,gpt,6
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,howmany,gpt,5
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,howmany,gpt,5
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,howmany,gpt,4
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,howmany,gpt,6
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,howmany,gpt,4
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,howmany,gpt,5
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,howmany,gpt,4
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,howmany,gpt,5
11,image11-1.png,There are four wines in the boxes.,precise,bare,howmany,gpt,7
11,image11-1.png,There are four wines in the boxes.,precise,bare,howmany,gpt,7
11,image11-1.png,There are four wines in the boxes.,precise,bare,howmany,gpt,7
11,image11-1.png,There are four wines in the boxes.,precise,bare,howmany,gpt,7
11,image11-1.png,There are four wines in the boxes.,precise,bare,howmany,gpt,7
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,howmany,gpt,4
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,howmany,gpt,4
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,howmany,gpt,4
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,howmany,gpt,4
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,howmany,gpt,5
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,howmany,gpt,4
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,howmany,gpt,3
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,howmany,gpt,4
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,howmany,gpt,3
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,howmany,gpt,4
11,image11-2.png,There are four wines in the boxes.,approximate,bare,howmany,gpt,4
11,image11-2.png,There are four wines in the boxes.,approximate,bare,howmany,gpt,7
11,image11-2.png,There are four wines in the boxes.,approximate,bare,howmany,gpt,7
11,image11-2.png,There are four wines in the boxes.,approximate,bare,howmany,gpt,7
11,image11-2.png,There are four wines in the boxes.,approximate,bare,howmany,gpt,6
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,howmany,gpt,5
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,howmany,gpt,4
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,howmany,gpt,4
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,howmany,gpt,5
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,howmany,gpt,7
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,howmany,gpt,5
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,howmany,gpt,5
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,howmany,gpt,5
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,howmany,gpt,5
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,howmany,gpt,5
12,image12-1.png,There are four coffees in the boxes.,precise,bare,howmany,gpt,5
12,image12-1.png,There are four coffees in the boxes.,precise,bare,howmany,gpt,7
12,image12-1.png,There are four coffees in the boxes.,precise,bare,howmany,gpt,7
12,image12-1.png,There are four coffees in the boxes.,precise,bare,howmany,gpt,6
12,image12-1.png,There are four coffees in the boxes.,precise,bare,howmany,gpt,7
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,howmany,gpt,3
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,howmany,gpt,5
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,howmany,gpt,5
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,howmany,gpt,5
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,howmany,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,howmany,gpt,1
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,howmany,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,howmany,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,howmany,gpt,3
