id,image_path,text,situation,modifier,model,score
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,gpt,7
5,image5-2.png,There are four forks in the boxes.,approximate,bare,gpt,5
5,image5-2.png,There are four forks in the boxes.,approximate,bare,gpt,5
5,image5-2.png,There are four forks in the boxes.,approximate,bare,gpt,6
5,image5-2.png,There are four forks in the boxes.,approximate,bare,gpt,6
5,image5-2.png,There are four forks in the boxes.,approximate,bare,gpt,5
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,gpt,7
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,gpt,7
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,gpt,5
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,gpt,7
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,gpt,7
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,gpt,5
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,gpt,5
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,gpt,5
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,gpt,6
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,gpt,5
6,image6-1.png,There are four knives in the boxes.,precise,bare,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,gpt,2
6,image6-2.png,There are four knives in the boxes.,approximate,bare,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,gpt,1
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,gpt,1
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,gpt,1
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,gpt,3
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,gpt,2
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,gpt,1
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,gpt,1
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,gpt,1
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,gpt,1
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,gpt,1
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,gpt,3
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,gpt,4
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,gpt,7
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,gpt,4
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,gpt,7
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,gpt,4
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,gpt,3
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,gpt,3
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,gpt,5
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,gpt,3
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,gpt,3
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,gpt,5
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,gpt,5
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,gpt,6
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,gpt,6
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,gpt,7
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,gpt,7
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,gpt,7
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,gpt,3
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,gpt,7
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,gpt,5
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,gpt,5
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,gpt,5
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,gpt,4
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,gpt,7
8,image8-1.png,There are at least four pineapples in the boxes.,precise,superlative,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,gpt,7
8,image8-1.png,There are more than three pineapples in the boxes.,precise,comparative,gpt,7
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,gpt,5
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,gpt,4
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,gpt,7
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,gpt,6
8,image8-2.png,There are four pineapples in the boxes.,approximate,bare,gpt,7
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,gpt,6
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,gpt,6
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,gpt,6
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,gpt,7
8,image8-2.png,There are at least four pineapples in the boxes.,approximate,superlative,gpt,6
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,gpt,6
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,gpt,7
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,gpt,7
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,gpt,7
8,image8-2.png,There are more than three pineapples in the boxes.,approximate,comparative,gpt,6
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,gpt,3
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,gpt,3
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,gpt,3
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,gpt,3
9,image9-1.png,There are four pizzas in the boxes.,precise,bare,gpt,3
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,gpt,4
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,gpt,5
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,gpt,7
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,gpt,4
9,image9-1.png,There are at least four pizzas in the boxes.,precise,superlative,gpt,7
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,gpt,3
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,gpt,4
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,gpt,4
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,gpt,3
9,image9-1.png,There are more than three pizzas in the boxes.,precise,comparative,gpt,4
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,gpt,3
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,gpt,2
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,gpt,3
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,gpt,3
9,image9-2.png,There are four pizzas in the boxes.,approximate,bare,gpt,3
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,gpt,3
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,gpt,3
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,gpt,3
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,gpt,3
9,image9-2.png,There are at least four pizzas in the boxes.,approximate,superlative,gpt,3
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,gpt,3
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,gpt,3
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,gpt,3
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,gpt,3
9,image9-2.png,There are more than three pizzas in the boxes.,approximate,comparative,gpt,3
10,image10-1.png,There are four pies in the boxes.,precise,bare,gpt,3
10,image10-1.png,There are four pies in the boxes.,precise,bare,gpt,3
10,image10-1.png,There are four pies in the boxes.,precise,bare,gpt,4
10,image10-1.png,There are four pies in the boxes.,precise,bare,gpt,4
10,image10-1.png,There are four pies in the boxes.,precise,bare,gpt,3
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,gpt,5
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,gpt,4
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,gpt,5
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,gpt,4
10,image10-1.png,There are at least four pies in the boxes.,precise,superlative,gpt,7
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,gpt,5
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,gpt,5
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,gpt,5
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,gpt,5
10,image10-1.png,There are more than three pies in the boxes.,precise,comparative,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,gpt,3
10,image10-2.png,There are four pies in the boxes.,approximate,bare,gpt,5
10,image10-2.png,There are four pies in the boxes.,approximate,bare,gpt,5
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,gpt,7
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,gpt,5
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,gpt,6
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,gpt,7
10,image10-2.png,There are at least four pies in the boxes.,approximate,superlative,gpt,4
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,gpt,6
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,gpt,7
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,gpt,6
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,gpt,7
10,image10-2.png,There are more than three pies in the boxes.,approximate,comparative,gpt,5
11,image11-1.png,There are four wines in the boxes.,precise,bare,gpt,3
11,image11-1.png,There are four wines in the boxes.,precise,bare,gpt,3
11,image11-1.png,There are four wines in the boxes.,precise,bare,gpt,3
11,image11-1.png,There are four wines in the boxes.,precise,bare,gpt,3
11,image11-1.png,There are four wines in the boxes.,precise,bare,gpt,3
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,gpt,4
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,gpt,4
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,gpt,5
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,gpt,5
11,image11-1.png,There are at least four wines in the boxes.,precise,superlative,gpt,5
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,gpt,3
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,gpt,3
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,gpt,3
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,gpt,3
11,image11-1.png,There are more than three wines in the boxes.,precise,comparative,gpt,4
11,image11-2.png,There are four wines in the boxes.,approximate,bare,gpt,3
11,image11-2.png,There are four wines in the boxes.,approximate,bare,gpt,4
11,image11-2.png,There are four wines in the boxes.,approximate,bare,gpt,3
11,image11-2.png,There are four wines in the boxes.,approximate,bare,gpt,4
11,image11-2.png,There are four wines in the boxes.,approximate,bare,gpt,3
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,gpt,7
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,gpt,7
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,gpt,7
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,gpt,7
11,image11-2.png,There are at least four wines in the boxes.,approximate,superlative,gpt,7
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,gpt,4
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,gpt,4
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,gpt,4
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,gpt,4
11,image11-2.png,There are more than three wines in the boxes.,approximate,comparative,gpt,5
12,image12-1.png,There are four coffees in the boxes.,precise,bare,gpt,3
12,image12-1.png,There are four coffees in the boxes.,precise,bare,gpt,3
12,image12-1.png,There are four coffees in the boxes.,precise,bare,gpt,3
12,image12-1.png,There are four coffees in the boxes.,precise,bare,gpt,3
12,image12-1.png,There are four coffees in the boxes.,precise,bare,gpt,3
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,gpt,5
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,gpt,4
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,gpt,5
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,gpt,4
12,image12-1.png,There are at least four coffees in the boxes.,precise,superlative,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,gpt,4
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,gpt,3
12,image12-1.png,There are more than three coffees in the boxes.,precise,comparative,gpt,4
12,image12-2.png,There are four coffees in the boxes.,approximate,bare,gpt,5
12,image12-2.png,There are four coffees in the boxes.,approximate,bare,gpt,3
12,image12-2.png,There are four coffees in the boxes.,approximate,bare,gpt,5
12,image12-2.png,There are four coffees in the boxes.,approximate,bare,gpt,3
12,image12-2.png,There are four coffees in the boxes.,approximate,bare,gpt,6
12,image12-2.png,There are at least four coffees in the boxes.,approximate,superlative,gpt,6
12,image12-2.png,There are at least four coffees in the boxes.,approximate,superlative,gpt,4
12,image12-2.png,There are at least four coffees in the boxes.,approximate,superlative,gpt,4
12,image12-2.png,There are at least four coffees in the boxes.,approximate,superlative,gpt,6
12,image12-2.png,There are at least four coffees in the boxes.,approximate,superlative,gpt,5
12,image12-2.png,There are more than three coffees in the boxes.,approximate,comparative,gpt,5
12,image12-2.png,There are more than three coffees in the boxes.,approximate,comparative,gpt,4
12,image12-2.png,There are more than three coffees in the boxes.,approximate,comparative,gpt,4
12,image12-2.png,There are more than three coffees in the boxes.,approximate,comparative,gpt,4
12,image12-2.png,There are more than three coffees in the boxes.,approximate,comparative,gpt,5
13,image13-1.png,There are four cups in the boxes.,precise,bare,gpt,4
13,image13-1.png,There are four cups in the boxes.,precise,bare,gpt,3
13,image13-1.png,There are four cups in the boxes.,precise,bare,gpt,4
13,image13-1.png,There are four cups in the boxes.,precise,bare,gpt,4
13,image13-1.png,There are four cups in the boxes.,precise,bare,gpt,3
13,image13-1.png,There are at least four cups in the boxes.,precise,superlative,gpt,7
13,image13-1.png,There are at least four cups in the boxes.,precise,superlative,gpt,7
13,image13-1.png,There are at least four cups in the boxes.,precise,superlative,gpt,7
13,image13-1.png,There are at least four cups in the boxes.,precise,superlative,gpt,7
13,image13-1.png,There are at least four cups in the boxes.,precise,superlative,gpt,7
13,image13-1.png,There are more than three cups in the boxes.,precise,comparative,gpt,7
13,image13-1.png,There are more than three cups in the boxes.,precise,comparative,gpt,7
13,image13-1.png,There are more than three cups in the boxes.,precise,comparative,gpt,7
13,image13-1.png,There are more than three cups in the boxes.,precise,comparative,gpt,7
13,image13-1.png,There are more than three cups in the boxes.,precise,comparative,gpt,7
13,image13-2.png,There are four cups in the boxes.,approximate,bare,gpt,5
13,image13-2.png,There are four cups in the boxes.,approximate,bare,gpt,5
13,image13-2.png,There are four cups in the boxes.,approximate,bare,gpt,5
13,image13-2.png,There are four cups in the boxes.,approximate,bare,gpt,5
13,image13-2.png,There are four cups in the boxes.,approximate,bare,gpt,5
13,image13-2.png,There are at least four cups in the boxes.,approximate,superlative,gpt,7
13,image13-2.png,There are at least four cups in the boxes.,approximate,superlative,gpt,7
13,image13-2.png,There are at least four cups in the boxes.,approximate,superlative,gpt,7
